x,y,concentration
55.0,52.5,0.0
55.0,55.0,0.0
55.0,57.5,0.0
55.0,60.0,0.0
55.0,62.5,0.0
55.0,65.0,0.0
55.0,67.5,0.0
55.0,70.0,0.0
55.0,72.5,0.0
55.0,75.0,0.0
55.0,77.5,0.0
55.0,80.0,0.0
55.0,82.5,0.0
55.0,85.0,0.0
55.0,87.5,0.0
55.0,90.0,0.0
55.0,92.5,0.0
55.0,95.0,0.0
55.0,97.5,0.0
57.5,0.0,0.0
57.5,2.5,0.0
57.5,5.0,0.0
57.5,7.5,0.0
57.5,10.0,0.0
57.5,12.5,0.0
57.5,15.0,0.0
57.5,17.5,0.0
57.5,20.0,0.0
57.5,22.5,0.0
57.5,25.0,0.0
57.5,27.5,0.0
57.5,30.0,0.0
57.5,32.5,0.0
57.5,35.0,0.0
57.5,37.5,0.0
57.5,40.0,0.0
57.5,42.5,0.0
57.5,45.0,0.0
57.5,47.5,0.0
57.5,50.0,0.0
57.5,52.5,0.0
57.5,55.0,0.0
57.5,57.5,0.0
57.5,60.0,0.0
57.5,62.5,0.0
57.5,65.0,0.0
57.5,67.5,0.0
57.5,70.0,0.0
57.5,72.5,0.0
57.5,75.0,0.0
57.5,77.5,0.0
57.5,80.0,0.0
57.5,82.5,0.0
57.5,85.0,0.0
57.5,87.5,0.0
57.5,90.0,0.0
57.5,92.5,0.0
57.5,95.0,0.0
57.5,97.5,0.0
60.0,0.0,0.0
60.0,2.5,0.0
60.0,5.0,0.0
60.0,7.5,0.0
60.0,10.0,0.0
60.0,12.5,0.0
60.0,15.0,0.0
60.0,17.5,0.0
60.0,20.0,0.0
60.0,22.5,0.0
60.0,25.0,0.0
60.0,27.5,0.0
60.0,30.0,0.0
60.0,32.5,0.0
60.0,35.0,0.0
60.0,37.5,0.0
60.0,40.0,0.0
60.0,42.5,0.0
60.0,45.0,0.0
60.0,47.5,0.0
60.0,50.0,0.0
60.0,52.5,0.0
60.0,55.0,0.0
60.0,57.5,0.0
60.0,60.0,0.0
60.0,62.5,0.0
60.0,65.0,0.0
60.0,67.5,0.0
60.0,70.0,0.0
60.0,72.5,0.0
60.0,75.0,0.0
60.0,77.5,0.0
60.0,80.0,0.0
60.0,82.5,0.0
60.0,85.0,0.0
60.0,87.5,0.0
60.0,90.0,0.0
60.0,92.5,0.0
60.0,95.0,0.0
60.0,97.5,0.0
62.5,0.0,0.0
62.5,2.5,0.0
62.5,5.0,0.0
62.5,7.5,0.0
62.5,10.0,0.0
62.5,12.5,0.0
62.5,15.0,0.0
62.5,17.5,0.0
62.5,20.0,0.0
62.5,22.5,0.0
62.5,25.0,0.0
62.5,27.5,0.0
62.5,30.0,0.0
62.5,32.5,0.0
62.5,35.0,0.0
62.5,37.5,0.0
62.5,40.0,0.0
62.5,42.5,0.0
62.5,45.0,0.0
62.5,47.5,0.0
62.5,50.0,0.0
62.5,52.5,0.0
62.5,55.0,0.0
62.5,57.5,0.0
62.5,60.0,0.0
62.5,62.5,0.0
62.5,65.0,0.0
62.5,67.5,0.0
62.5,70.0,0.0
62.5,72.5,0.0
62.5,75.0,0.0
62.5,77.5,0.0
62.5,80.0,0.0
62.5,82.5,0.0
62.5,85.0,0.0
62.5,87.5,0.0
62.5,90.0,0.0
62.5,92.5,0.0
62.5,95.0,0.0
62.5,97.5,0.0
65.0,0.0,0.0
65.0,2.5,0.0
65.0,5.0,0.0
65.0,7.5,0.0
65.0,10.0,0.0
65.0,12.5,0.0
65.0,15.0,0.0
65.0,17.5,0.0
65.0,20.0,0.0
65.0,22.5,0.0
65.0,25.0,0.0
65.0,27.5,0.0
65.0,30.0,0.0
65.0,32.5,0.0
65.0,35.0,0.0
65.0,37.5,0.0
65.0,40.0,0.0
65.0,42.5,0.0
65.0,45.0,0.0
65.0,47.5,0.0
65.0,50.0,0.0
65.0,52.5,0.0
65.0,55.0,0.0
65.0,57.5,0.0
65.0,60.0,0.0
65.0,62.5,0.0
65.0,65.0,0.0
65.0,67.5,0.0
65.0,70.0,0.0
65.0,72.5,0.0
65.0,75.0,0.0
65.0,77.5,0.0
65.0,80.0,0.0
65.0,82.5,0.0
65.0,85.0,0.0
65.0,87.5,0.0
65.0,90.0,0.0
65.0,92.5,0.0
65.0,95.0,0.0
65.0,97.5,0.0
67.5,0.0,0.0
67.5,2.5,0.0
67.5,5.0,0.0
67.5,7.5,0.0
67.5,10.0,0.0
67.5,12.5,0.0
67.5,15.0,0.0
67.5,17.5,0.0
67.5,20.0,0.0
67.5,22.5,0.0
67.5,25.0,0.0
67.5,27.5,0.0
67.5,30.0,0.0
67.5,32.5,0.0
67.5,35.0,0.0
67.5,37.5,0.0
67.5,40.0,0.0
67.5,42.5,0.0
67.5,45.0,0.0
67.5,47.5,0.0
67.5,50.0,0.0
67.5,52.5,0.0
67.5,55.0,0.0
67.5,57.5,0.0
67.5,60.0,0.0
67.5,62.5,0.0
67.5,65.0,0.0
67.5,67.5,0.0
67.5,70.0,0.0
67.5,72.5,0.0
67.5,75.0,0.0
67.5,77.5,0.0
67.5,80.0,0.0
67.5,82.5,0.0
67.5,85.0,0.0
67.5,87.5,0.0
67.5,90.0,0.0
67.5,92.5,0.0
67.5,95.0,0.0
67.5,97.5,0.0
70.0,0.0,0.0
70.0,2.5,0.0
70.0,5.0,0.0
70.0,7.5,0.0
70.0,10.0,0.0
70.0,12.5,0.0
70.0,15.0,0.0
70.0,17.5,0.0
70.0,20.0,0.0
70.0,22.5,0.0
70.0,25.0,0.0
70.0,27.5,0.0
70.0,30.0,0.0
70.0,32.5,0.0
70.0,35.0,0.0
70.0,37.5,0.0
70.0,40.0,0.0
70.0,42.5,0.0
70.0,45.0,0.0
70.0,47.5,0.0
70.0,50.0,0.0
70.0,52.5,0.0
70.0,55.0,0.0
70.0,57.5,0.0
70.0,60.0,0.0
70.0,62.5,0.0
70.0,65.0,0.0
70.0,67.5,0.0
70.0,70.0,0.0
70.0,72.5,0.0
70.0,75.0,0.0
70.0,77.5,0.0
70.0,80.0,0.0
70.0,82.5,0.0
70.0,85.0,0.0
70.0,87.5,0.0
70.0,90.0,0.0
