x,y,concentration
5.0,17.5,3.097490656912967e-44
5.0,20.0,5.541638367421531e-41
5.0,22.5,1.2403727593692684e-37
5.0,25.0,2.4760497012645874e-34
5.0,27.5,4.628485753621142e-31
5.0,30.0,7.346744705355119e-28
5.0,32.5,1.0355913023707606e-24
5.0,35.0,1.2274361615486464e-21
5.0,37.5,1.3012162496193269e-18
5.0,40.0,1.1349443698865003e-15
5.0,42.5,7.831333662761405e-13
5.0,45.0,4.023845256835883e-10
5.0,47.5,1.3790203248195311e-07
5.0,50.0,2.3706477254988763e-05
5.0,52.5,1.4147876178418511e-07
5.0,55.0,4.1643910945068164e-10
5.0,57.5,8.325928539399216e-13
5.0,60.0,1.213674232963994e-15
5.0,62.5,1.411764008164681e-18
5.0,65.0,1.325506446042522e-21
5.0,67.5,1.0207449913267862e-24
5.0,70.0,6.8866130555051645e-28
5.0,72.5,5.5666180324192694e-31
5.0,75.0,4.318244233500334e-34
5.0,77.5,1.9321792005736733e-37
5.0,80.0,8.022126419827329e-41
5.0,82.5,3.075119630257323e-44
5.0,85.0,1.1085892783907513e-47
5.0,87.5,4.8785711105495966e-51
5.0,90.0,1.9680290561456727e-54
5.0,92.5,7.07797363231258e-58
5.0,95.0,2.2289676763580934e-61
5.0,97.5,2.2289676763580934e-61
7.5,0.0,5.033505593039542e-62
7.5,2.5,5.033505593039542e-62
7.5,5.0,1.9639088491586543e-58
7.5,7.5,7.256951394727875e-55
7.5,10.0,2.5242599115347985e-51
7.5,12.5,4.85787618177378e-48
7.5,15.0,1.466627953954468e-44
7.5,17.5,3.1603901180662293e-41
7.5,20.0,6.241810454323954e-38
7.5,22.5,1.4170206784828613e-34
7.5,25.0,2.7901818305676347e-31
7.5,27.5,4.891696466398512e-28
7.5,30.0,7.481877421021079e-25
7.5,32.5,1.0590118903516556e-21
7.5,35.0,1.2950019802088849e-18
7.5,37.5,1.3349152806308366e-15
7.5,40.0,1.1262297178475409e-12
7.5,42.5,7.471123690944752e-10
7.5,45.0,3.6690345180933454e-07
7.5,47.5,0.000120053662605216
7.5,50.0,0.019715084094842877
7.5,52.5,0.00012378233253368387
7.5,55.0,3.8095856838547213e-07
7.5,57.5,8.056551033631281e-10
7.5,60.0,1.2092203989146595e-12
7.5,62.5,1.3787792689256153e-15
7.5,65.0,1.3090609631042511e-18
7.5,67.5,1.0563710069612434e-21
7.5,70.0,7.37454994677442e-25
7.5,72.5,4.520390510812542e-28
7.5,75.0,3.9074344011324284e-31
7.5,77.5,1.8503989710964758e-34
7.5,80.0,8.082312843611034e-38
7.5,82.5,3.265359856688313e-41
7.5,85.0,1.2463315022493387e-44
7.5,87.5,4.357105514943147e-48
7.5,90.0,1.76688419752277e-51
7.5,92.5,6.66457464625135e-55
7.5,95.0,1.860735683808705e-58
7.5,97.5,1.860735683808705e-58
10.0,0.0,4.627717493581914e-59
10.0,2.5,4.627717493581914e-59
10.0,5.0,1.7551958419175937e-55
10.0,7.5,6.3771804822979846e-52
10.0,10.0,2.169556304475767e-48
10.0,12.5,4.270444664551233e-45
10.0,15.0,1.1700143645874806e-41
10.0,17.5,2.4566339746116795e-38
10.0,20.0,5.926509540046144e-35
10.0,22.5,1.2962409570528913e-31
10.0,25.0,2.536608712771938e-28
10.0,27.5,4.459246359181809e-25
10.0,30.0,6.868599737535455e-22
10.0,32.5,9.449716004554625e-19
10.0,35.0,1.1231490779831936e-15
10.0,37.5,1.1195555016234837e-12
10.0,40.0,9.059941961740329e-10
10.0,42.5,5.703846685001836e-07
10.0,45.0,0.0002624444910933266
10.0,47.5,0.08013078756922874
10.0,50.0,12.263624902057135
10.0,52.5,0.08323181574290935
10.0,55.0,0.00027336811619643004
10.0,57.5,5.922979079598617e-07
10.0,60.0,9.115886439353576e-10
10.0,62.5,1.1103590334049402e-12
10.0,65.0,1.1059706988736533e-15
10.0,67.5,9.253268975015166e-19
10.0,70.0,6.6445656202416915e-22
10.0,72.5,4.166309595961692e-25
10.0,75.0,3.358467348516893e-28
10.0,77.5,1.6363399430440154e-31
10.0,80.0,7.311864549608281e-35
10.0,82.5,3.078414025959e-38
10.0,85.0,1.1776819670095926e-41
10.0,87.5,4.066488538564177e-45
10.0,90.0,1.3846559556644298e-48
10.0,92.5,5.3344934321313445e-52
10.0,95.0,1.7762450291153536e-55
10.0,97.5,1.7762450291153536e-55
12.5,0.0,3.2937834918053535e-56
12.5,2.5,3.2937834918053535e-56
12.5,5.0,1.2705368034588982e-52
12.5,7.5,4.622198826015004e-49
12.5,10.0,1.6060494952101375e-45
12.5,12.5,3.9749184254629086e-42
12.5,15.0,8.207320863172987e-39
12.5,17.5,1.7661650393358318e-35
12.5,20.0,4.2699448617870336e-32
12.5,22.5,9.432577739641192e-29
12.5,25.0,1.883242547654254e-25
12.5,27.5,3.3025427551982786e-22
12.5,30.0,5.078407492544941e-19
12.5,32.5,6.705137805615881e-16
12.5,35.0,7.699636168665073e-13
12.5,37.5,7.373153918953401e-10
12.5,40.0,5.662320551339656e-07
12.5,42.5,0.0003321911995842472
12.5,45.0,0.13814641347320664
12.5,47.5,37.58653188196776
12.5,50.0,5073.281231942613
12.5,52.5,37.16420051481371
12.5,55.0,0.13555364329933942
12.5,57.5,0.00032363507167443344
12.5,60.0,5.513370998094912e-07
12.5,62.5,7.182220771672726e-10
12.5,65.0,7.502602462648437e-13
12.5,67.5,6.504044267240641e-16
12.5,70.0,4.800990888160502e-19
12.5,72.5,3.0773693134427676e-22
12.5,75.0,2.3074625507860606e-25
12.5,77.5,1.1803958927861954e-28
12.5,80.0,5.542993544161914e-32
12.5,82.5,2.3376861074414947e-35
12.5,85.0,8.795949378313034e-39
12.5,87.5,3.063619283527792e-42
12.5,90.0,1.2627020822833238e-45
12.5,92.5,3.789320486807795e-49
12.5,95.0,1.0672978406078982e-52
12.5,97.5,1.0672978406078982e-52
15.0,0.0,1.4708987537641648e-53
15.0,2.5,1.4708987537641648e-53
15.0,5.0,5.560092841802291e-50
15.0,7.5,1.9565536417920897e-46
15.0,10.0,6.451378590832729e-43
15.0,12.5,1.9855022248713998e-39
15.0,15.0,4.436460278404859e-36
15.0,17.5,1.009990283939796e-32
15.0,20.0,2.4120682932806198e-29
15.0,22.5,5.249511783146421e-26
15.0,25.0,1.0301222748673402e-22
15.0,27.5,1.7805991724753977e-19
15.0,30.0,2.739805239686604e-16
15.0,32.5,3.5806435946766107e-13
15.0,35.0,3.928499787656187e-10
15.0,37.5,3.5876430275691537e-07
15.0,40.0,0.0002581146322513271
15.0,42.5,0.1381432812808204
15.0,45.0,48.36146064346084
15.0,47.5,9856.456372281726
15.0,50.0,985781.1395525334
15.0,52.5,9692.009723247846
15.0,55.0,47.17049356874987
15.0,57.5,0.13361957173971867
15.0,60.0,0.00025114243379829616
15.0,62.5,3.497058148304485e-07
15.0,65.0,3.8302244591627926e-10
15.0,67.5,3.439372686768998e-13
15.0,70.0,2.6087511359546634e-16
15.0,72.5,1.708093382890024e-19
15.0,75.0,1.1762023842714374e-22
15.0,77.5,7.05954743389695e-26
15.0,80.0,3.2118087216283414e-29
15.0,82.5,1.3137413723711292e-32
15.0,85.0,4.9420040323398974e-36
15.0,87.5,1.7563752523785128e-39
15.0,90.0,6.893115144042045e-43
15.0,92.5,2.0853163551947815e-46
15.0,95.0,5.97598057859024e-50
15.0,97.5,5.97598057859024e-50
17.5,0.0,5.089737574839668e-51
17.5,2.5,5.089737574839668e-51
17.5,5.0,1.8776425737308092e-47
17.5,7.5,6.503305427886683e-44
17.5,10.0,2.106754815037558e-40
17.5,12.5,6.3987799760583556e-37
17.5,15.0,1.4923584902094689e-33
17.5,17.5,3.8510519324386126e-30
17.5,20.0,9.086332122542479e-27
17.5,22.5,1.9482741395126623e-23
17.5,25.0,3.757109248733756e-20
17.5,27.5,6.399487068520144e-17
17.5,30.0,9.604445314108076e-14
17.5,32.5,1.2392501617915395e-10
17.5,35.0,1.3407887856184336e-07
17.5,37.5,0.00011589727412473855
17.5,40.0,0.0765317291713382
17.5,42.5,35.34752535183272
17.5,45.0,9553.520514042255
17.5,47.5,990435.5197783703
17.5,50.0,999919.4588962453
17.5,52.5,990435.1225770809
17.5,55.0,9553.517324146884
17.5,57.5,34.95095802941585
17.5,60.0,0.07525668334327874
17.5,62.5,0.00011342610626133165
17.5,65.0,1.3080854774825455e-07
17.5,67.5,1.2181059256148035e-10
17.5,70.0,9.493940822951562e-14
17.5,72.5,6.333800320372287e-17
17.5,75.0,3.741372751189572e-20
17.5,77.5,2.2088623951376242e-23
17.5,80.0,1.0250208551776328e-26
17.5,82.5,4.32201164937217e-30
17.5,85.0,1.6687872827871998e-33
17.5,87.5,6.7606333791852035e-37
17.5,90.0,2.497627085330489e-40
17.5,92.5,7.609692684605945e-44
17.5,95.0,2.369218103859969e-47
17.5,97.5,2.369218103859969e-47
20.0,0.0,9.434854953902802e-49
20.0,2.5,9.434854953902802e-49
20.0,5.0,3.462272384281303e-45
20.0,7.5,1.1925431464789537e-41
20.0,10.0,3.839425891184692e-38
20.0,12.5,1.1502886300170373e-34
20.0,15.0,2.8867643746002473e-31
20.0,17.5,7.370037998218573e-28
20.0,20.0,1.719755076621711e-24
20.0,22.5,3.63749422278601e-21
20.0,25.0,6.9042555082356975e-18
20.0,27.5,1.1615034494542572e-14
20.0,30.0,1.7048260282084954e-11
20.0,32.5,2.1386937592059117e-08
20.0,35.0,2.2294766916422902e-05
20.0,37.5,0.018541002803326857
20.0,40.0,11.53320748198234
20.0,42.5,4771.02718570578
20.0,45.0,985640.860150307
20.0,47.5,999919.1209938796
20.0,50.0,999999.480691813
20.0,52.5,999919.120355598
20.0,55.0,985640.860147809
20.0,57.5,4771.0278638297805
20.0,60.0,11.533210352998042
20.0,62.5,0.018541006737254187
20.0,65.0,2.229476986486657e-05
20.0,67.5,2.1386939808667565e-08
20.0,70.0,1.7048261093370645e-11
20.0,72.5,1.16150341166377e-14
20.0,75.0,6.904255173610018e-18
20.0,77.5,3.866869460528467e-21
20.0,80.0,1.828313147074933e-24
20.0,82.5,7.835668054079384e-28
20.0,85.0,3.0692801241983797e-31
20.0,87.5,1.189586077559107e-34
20.0,90.0,3.970660753467928e-38
20.0,92.5,1.2333237513980484e-41
20.0,95.0,3.786000538926933e-45
20.0,97.5,3.786000538926933e-45
22.5,0.0,4.4854897793044766e-51
22.5,2.5,4.4854897793044766e-51
22.5,5.0,1.653765566578638e-47
22.5,7.5,5.724163463887684e-44
22.5,10.0,1.8524018007608555e-40
22.5,12.5,5.625018320605329e-37
22.5,15.0,1.4347240393627473e-33
22.5,17.5,3.691180191861831e-30
22.5,20.0,8.68677743278813e-27
22.5,22.5,1.857048324830364e-23
22.5,25.0,3.585982481851342e-20
22.5,27.5,6.116104358899328e-17
22.5,30.0,9.12772038301487e-14
22.5,32.5,1.1692791415740637e-10
22.5,35.0,1.2530124001559672e-07
22.5,37.5,0.00010832923860175482
22.5,40.0,0.07155372065442171
22.5,42.5,33.79920984233279
22.5,45.0,9553.470839399854
22.5,47.5,990434.7477383345
22.5,50.0,999919.1195285588
22.5,52.5,990434.7477417282
22.5,55.0,9553.4719112785
22.5,57.5,34.617589731630424
22.5,60.0,0.0741850088254425
22.5,62.5,0.00011149325321965076
22.5,65.0,1.2833642049131824e-07
22.5,67.5,1.1934735637967686e-10
22.5,70.0,9.162616658367052e-14
22.5,72.5,6.059607597849455e-17
22.5,75.0,3.5562173914003023e-20
22.5,77.5,2.0575464978296527e-23
22.5,80.0,9.601689300758495e-27
22.5,82.5,4.0591096065111664e-30
22.5,85.0,1.57080961765287e-33
22.5,87.5,6.258881532460239e-37
22.5,90.0,2.0674056570209832e-40
22.5,92.5,6.360401140792899e-44
22.5,95.0,1.979698609676568e-47
22.5,97.5,1.979698609676568e-47
25.0,0.0,1.093248299086472e-53
25.0,2.5,1.093248299086472e-53
25.0,5.0,4.062405201589186e-50
25.0,7.5,1.418233551971306e-46
25.0,10.0,4.633419309268439e-43
25.0,12.5,1.2545078979362836e-39
25.0,15.0,3.542536490858174e-36
25.0,17.5,9.347450497605218e-33
25.0,20.0,2.2238252471069195e-29
25.0,22.5,4.819015572966673e-26
25.0,25.0,9.387923240050061e-23
25.0,27.5,1.627081755852054e-19
25.0,30.0,2.4767585200186986e-16
25.0,32.5,3.2539491117111975e-13
25.0,35.0,3.606897123401208e-10
25.0,37.5,3.271972583856307e-07
25.0,40.0,0.00023277527783223214
25.0,42.5,0.12204727998146525
25.0,45.0,44.53091301225037
25.0,47.5,9553.469425271684
25.0,50.0,985640.8400124313
25.0,52.5,9553.47181439329
25.0,55.0,44.37926029766913
25.0,57.5,0.12266020933521342
25.0,60.0,0.00023667634646420561
25.0,62.5,3.339746776202891e-07
25.0,65.0,3.685116610767556e-10
25.0,67.5,3.232758362159045e-13
25.0,70.0,2.4053057032945043e-16
25.0,72.5,1.586460958407088e-19
25.0,75.0,9.18180371943299e-23
25.0,77.5,5.486220340750451e-26
25.0,80.0,2.8405451872238666e-29
25.0,82.5,1.1704258626067726e-32
25.0,85.0,4.430973371739219e-36
25.0,87.5,1.5706957603309156e-39
25.0,90.0,5.1604130808483635e-43
25.0,92.5,1.5791675630170854e-46
25.0,95.0,5.009766871204626e-50
25.0,97.5,5.009766871204626e-50
27.5,0.0,1.791149059862396e-56
27.5,2.5,1.791149059862396e-56
27.5,5.0,6.709894563306297e-53
27.5,7.5,2.3630247680799588e-49
27.5,10.0,7.793333277029685e-46
27.5,12.5,2.0694752734853735e-42
27.5,15.0,5.873901504309742e-39
27.5,17.5,1.5784826810709874e-35
27.5,20.0,3.7946555569947546e-32
27.5,22.5,8.32835471394887e-29
27.5,25.0,1.6443818333107905e-25
27.5,27.5,2.8983149787744946e-22
27.5,30.0,4.503291047352495e-19
27.5,32.5,6.070992081420636e-16
27.5,35.0,6.95951546976369e-13
27.5,37.5,6.608426143004107e-10
27.5,40.0,5.018630480018e-07
27.5,42.5,0.00029042633760797607
27.5,45.0,0.1195060697068719
27.5,47.5,32.979405200040205
27.5,50.0,4771.003451803502
27.5,52.5,34.617491525728425
27.5,55.0,0.12697406624291682
27.5,57.5,0.00028870828550447877
27.5,60.0,4.863559951769521e-07
27.5,62.5,6.538845564789829e-10
27.5,65.0,6.684530156128234e-13
27.5,67.5,5.679965953382106e-16
27.5,70.0,4.2596393130962336e-19
27.5,72.5,2.7639169323938015e-22
27.5,75.0,1.5779528233793375e-25
27.5,77.5,8.329615829215318e-29
27.5,80.0,4.7058961089625435e-32
27.5,82.5,1.9614047772635518e-35
27.5,85.0,7.468527136798983e-39
27.5,87.5,2.6243401426477406e-42
27.5,90.0,8.555528988162582e-46
27.5,92.5,2.899304234717476e-49
27.5,95.0,9.164275301266973e-53
27.5,97.5,9.164275301266973e-53
30.0,0.0,2.2072894632438468e-59
30.0,2.5,2.2072894632438468e-59
30.0,5.0,8.33633239573221e-56
30.0,7.5,2.9615191058506487e-52
30.0,10.0,9.859566692638837e-49
30.0,12.5,2.56651172291691e-45
30.0,15.0,7.351558318700609e-42
30.0,17.5,1.9448945546163745e-38
30.0,20.0,4.868494308562217e-35
30.0,22.5,1.0792196739454868e-31
30.0,25.0,2.160885093262352e-28
30.0,27.5,3.8725104714025987e-25
30.0,30.0,6.138074766075595e-22
30.0,32.5,8.479700549193298e-19
30.0,35.0,1.00244864425351e-15
30.0,37.5,9.90513567754691e-13
30.0,40.0,7.930605624754674e-10
30.0,42.5,4.930748853832029e-07
30.0,45.0,0.0002236131217812251
30.0,47.5,0.06647434711166188
30.0,50.0,10.714714390251384
30.0,52.5,0.07286888089797117
30.0,55.0,0.0002402803217368207
30.0,57.5,5.074140381338945e-07
30.0,60.0,7.620730114794391e-10
30.0,62.5,9.14824314191633e-13
30.0,65.0,8.966614034531816e-16
30.0,67.5,7.71636708714266e-19
30.0,70.0,5.661994639414658e-22
30.0,72.5,3.610892666805063e-25
30.0,75.0,2.032394161206195e-28
30.0,77.5,1.0329486525934346e-31
30.0,80.0,5.986652430760115e-35
30.0,82.5,2.4687024456103407e-38
30.0,85.0,9.335625314690261e-42
30.0,87.5,3.2583150587802544e-45
30.0,90.0,1.0553360740573619e-48
30.0,92.5,3.707660000933522e-52
30.0,95.0,1.0614552685847426e-55
30.0,97.5,1.0614552685847426e-55
32.5,0.0,2.2076071683256705e-62
32.5,2.5,2.2076071683256705e-62
32.5,5.0,8.436219885229126e-59
32.5,7.5,3.0378527186692593e-55
32.5,10.0,8.460432476304912e-52
32.5,12.5,2.505838278882961e-48
32.5,15.0,7.202024323853553e-45
32.5,17.5,1.9085312650581781e-41
32.5,20.0,4.857093917360363e-38
32.5,22.5,1.1340479315742362e-34
32.5,25.0,2.318580320919383e-31
32.5,27.5,4.27076432223368e-28
32.5,30.0,7.030989902976333e-25
32.5,32.5,1.0268341311185999e-21
32.5,35.0,1.3238928504760208e-18
32.5,37.5,1.5103302021308671e-15
32.5,40.0,1.5501101571377944e-12
32.5,42.5,9.075623565993358e-10
32.5,45.0,3.096232448220578e-07
32.5,47.5,9.917003200536522e-05
32.5,50.0,0.01600281322246539
32.5,52.5,0.00010064111524464418
32.5,55.0,3.2702114251308776e-07
32.5,57.5,6.651266225695699e-10
32.5,60.0,9.142372206091964e-13
32.5,62.5,1.0263723638493769e-15
32.5,65.0,9.764992351794604e-19
32.5,67.5,8.264788027940952e-22
32.5,70.0,5.968258771013654e-25
32.5,72.5,3.7520058137641405e-28
32.5,75.0,2.0852411852421117e-31
32.5,77.5,1.0407239874529583e-34
32.5,80.0,6.184633839119383e-38
32.5,82.5,2.5122917809464826e-41
32.5,85.0,9.387698302094152e-45
32.5,87.5,3.244092201442059e-48
32.5,90.0,1.0417567011148042e-51
32.5,92.5,3.744091356749386e-55
32.5,95.0,1.0473996559998183e-58
32.5,97.5,1.0473996559998183e-58
35.0,0.0,1.752644548385615e-65
35.0,2.5,1.752644548385615e-65
35.0,5.0,6.9119866452305565e-62
35.0,7.5,2.4894918105250916e-58
35.0,10.0,6.644502553054706e-55
35.0,12.5,2.0493159027541756e-51
35.0,15.0,5.952161064565649e-48
35.0,17.5,1.6001325318922947e-44
35.0,20.0,3.9651535528144744e-41
35.0,22.5,9.370320884264655e-38
35.0,25.0,2.0158108443834216e-34
35.0,27.5,3.841985261599856e-31
35.0,30.0,6.609311371016104e-28
35.0,32.5,1.020922573670031e-24
35.0,35.0,1.4088928895543731e-21
35.0,37.5,1.724936127483259e-18
35.0,40.0,1.7633716210914123e-15
35.0,42.5,1.415847430923265e-12
35.0,45.0,5.531130008888782e-10
35.0,47.5,1.7493425015548042e-07
35.0,50.0,1.9242675788412958e-05
35.0,52.5,1.0814789836443907e-07
35.0,55.0,3.2837849850927045e-10
35.0,57.5,1.005727608695778e-12
35.0,60.0,1.080527676810623e-15
35.0,62.5,1.1100257124781685e-18
35.0,65.0,9.506807573716275e-22
35.0,67.5,7.341374708387703e-25
35.0,70.0,5.031946632842294e-28
35.0,72.5,3.1665627416313883e-31
35.0,75.0,1.7528345562686655e-34
35.0,77.5,8.676449542862489e-38
35.0,80.0,5.331662106451865e-41
35.0,82.5,2.13696490271986e-44
35.0,85.0,7.73237377397474e-48
35.0,87.5,2.6080930800931652e-51
35.0,90.0,8.219514220746121e-55
35.0,92.5,3.0601266428338696e-58
35.0,95.0,8.37737625251367e-62
35.0,97.5,8.37737625251367e-62
37.5,0.0,1.1943623187051248e-68
37.5,2.5,1.1943623187051248e-68
37.5,5.0,4.772894641364898e-65
37.5,7.5,1.8032846605348414e-61
37.5,10.0,4.81561787391164e-58
37.5,12.5,1.545534086932009e-54
37.5,15.0,4.685347352534544e-51
37.5,17.5,1.3385110362684436e-47
37.5,20.0,3.61769334026839e-44
37.5,22.5,9.31408800894172e-41
37.5,25.0,2.380918742787106e-37
37.5,27.5,3.155696125411101e-34
37.5,30.0,5.61279781044831e-31
37.5,32.5,8.959830180553316e-28
37.5,35.0,1.2664558293654287e-24
37.5,37.5,1.5460931775377432e-21
37.5,40.0,1.5448837040267734e-18
37.5,42.5,1.1684735395523786e-15
37.5,45.0,5.494542260751218e-13
37.5,47.5,2.531873198962849e-10
37.5,50.0,3.006728105586836e-08
37.5,52.5,1.6640566790805593e-10
37.5,55.0,3.1208285592913213e-13
37.5,57.5,1.207652193805418e-15
37.5,60.0,1.6511545690872698e-18
37.5,62.5,1.305583182108074e-21
37.5,65.0,9.669725539956414e-25
37.5,67.5,6.66319644831844e-28
37.5,70.0,4.075454928852677e-31
37.5,72.5,2.3351648293202833e-34
37.5,75.0,1.2340071881004614e-37
37.5,77.5,5.93629430163038e-41
37.5,80.0,3.866046198800529e-44
37.5,82.5,1.8647138933962237e-47
37.5,85.0,6.269084559390499e-51
37.5,87.5,2.0372812087191874e-54
37.5,90.0,6.230518255771581e-58
37.5,92.5,2.2733779814517424e-61
37.5,95.0,6.153695715684e-65
37.5,97.5,6.153695715684e-65
40.0,0.0,8.78689477235722e-72
40.0,2.5,8.78689477235722e-72
40.0,5.0,3.6639742545657396e-68
40.0,7.5,1.1800727921416323e-64
40.0,10.0,3.175026982381518e-61
40.0,12.5,1.1059207955585295e-57
40.0,15.0,3.5296820300161644e-54
40.0,17.5,1.069490595756522e-50
40.0,20.0,3.0753410660857795e-47
40.0,22.5,8.370246024131828e-44
40.0,25.0,2.1408607558799107e-40
40.0,27.5,2.2476530573391807e-37
40.0,30.0,4.080854672045824e-34
40.0,32.5,6.613637367563697e-31
40.0,35.0,9.385106379297304e-28
40.0,37.5,1.1294326243223146e-24
40.0,40.0,1.0891121474641825e-21
40.0,42.5,7.584203183563476e-19
40.0,45.0,4.0223190601204344e-16
40.0,47.5,1.8888470846157502e-13
40.0,50.0,2.3972737977709634e-11
40.0,52.5,2.0245920296307495e-13
40.0,55.0,4.3271259398826726e-16
40.0,57.5,1.2841643467816906e-18
40.0,60.0,1.9752876404419592e-21
40.0,62.5,1.8643727977635304e-24
40.0,65.0,1.1091671630127024e-27
40.0,67.5,6.401118582629236e-31
40.0,70.0,3.496837144913718e-34
40.0,72.5,1.755173201862184e-37
40.0,75.0,8.400376921696272e-41
40.0,77.5,3.905680635050816e-44
40.0,80.0,1.9936612239506803e-47
40.0,82.5,1.1813799275517284e-50
40.0,85.0,4.1499983652942515e-54
40.0,87.5,1.3482734289253207e-57
40.0,90.0,4.088057408353214e-61
40.0,92.5,1.4975761524913771e-64
40.0,95.0,3.993003245213345e-68
40.0,97.5,3.993003245213345e-68
42.5,0.0,5.147502443545819e-75
42.5,2.5,5.147502443545819e-75
42.5,5.0,2.0903342641821267e-71
42.5,7.5,5.917375911455734e-68
42.5,10.0,1.951789594773119e-64
42.5,12.5,7.066484349205926e-61
42.5,15.0,2.4311843586050845e-57
42.5,17.5,7.627075652309671e-54
42.5,20.0,2.253838833289214e-50
42.5,22.5,6.226069966425405e-47
42.5,25.0,1.5898539660470813e-43
42.5,27.5,1.3209747297167123e-40
42.5,30.0,2.5658013047759386e-37
42.5,32.5,4.1798974504400425e-34
42.5,35.0,5.90934584654708e-31
42.5,37.5,7.006003752327104e-28
42.5,40.0,6.590771878566658e-25
42.5,42.5,4.486382228203427e-22
42.5,45.0,2.7566770457352586e-19
42.5,47.5,1.2092758755075316e-16
42.5,50.0,1.450777071470415e-14
42.5,52.5,1.1553472639760602e-16
42.5,55.0,2.8889581381870025e-19
42.5,57.5,7.438810618088397e-22
42.5,60.0,1.7256398599521008e-24
42.5,62.5,1.9658335479678503e-27
42.5,65.0,1.4199758522380937e-30
42.5,67.5,6.876897404656185e-34
42.5,70.0,3.222325387515022e-37
42.5,72.5,1.4451411968223254e-40
42.5,75.0,6.048230158353829e-44
42.5,77.5,2.4757877259619663e-47
42.5,80.0,1.0829428254661407e-50
42.5,82.5,6.649502770792873e-54
42.5,85.0,2.3533415862425356e-57
42.5,87.5,7.676313913290654e-61
42.5,90.0,2.3265106313406262e-64
42.5,92.5,8.693532758979959e-68
42.5,95.0,2.2945456105522933e-71
42.5,97.5,2.2945456105522933e-71
45.0,0.0,2.675892875870153e-78
45.0,2.5,2.675892875870153e-78
45.0,5.0,1.0929753165075618e-74
45.0,7.5,3.102359950627353e-71
45.0,10.0,1.123870287007948e-67
45.0,12.5,3.996398260458428e-64
45.0,15.0,1.396941504241764e-60
45.0,17.5,4.5896944255362154e-57
45.0,20.0,1.4327909997176102e-53
45.0,22.5,3.9890435441726296e-50
